Image_URL,JSON_File,Actual_Weight,Day/Date,Type,Number,relative_path,image_path,pixel_area
F:\WeightPrediction\Images\evaluation\IMG_1528.jpg,,770,03/02/2025,evaluation,10.0,IMG_1528.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1528.jpg,50127
F:\WeightPrediction\Images\evaluation\IMG_1529.jpg,,770,03/02/2025,evaluation,10.0,IMG_1529.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1529.jpg,50852
F:\WeightPrediction\Images\evaluation\IMG_1526.jpg,,770,03/02/2025,evaluation,10.0,IMG_1526.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1526.jpg,50178
F:\WeightPrediction\Images\evaluation\IMG_1527.jpg,,770,03/02/2025,evaluation,10.0,IMG_1527.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1527.jpg,50366
F:\WeightPrediction\Images\evaluation\IMG_1557.jpg,,820,03/02/2025,evaluation,17.0,IMG_1557.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1557.jpg,51519
F:\WeightPrediction\Images\evaluation\IMG_1554.jpg,,820,03/02/2025,evaluation,17.0,IMG_1554.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1554.jpg,51655
F:\WeightPrediction\Images\evaluation\IMG_1555.jpg,,820,03/02/2025,evaluation,17.0,IMG_1555.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1555.jpg,51329
F:\WeightPrediction\Images\evaluation\IMG_1556.jpg,,820,03/02/2025,evaluation,17.0,IMG_1556.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1556.jpg,51579
F:\WeightPrediction\Images\evaluation\IMG_1572.jpg,,695,03/02/2025,evaluation,21.0,IMG_1572.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1572.jpg,48637
F:\WeightPrediction\Images\evaluation\IMG_1573.jpg,,695,03/02/2025,evaluation,21.0,IMG_1573.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1573.jpg,48758
F:\WeightPrediction\Images\evaluation\IMG_1570.jpg,,695,03/02/2025,evaluation,21.0,IMG_1570.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1570.jpg,49690
F:\WeightPrediction\Images\evaluation\IMG_1571.jpg,,695,03/02/2025,evaluation,21.0,IMG_1571.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1571.jpg,49072
F:\WeightPrediction\Images\evaluation\IMG_1589.jpg,,780,04/02/2025,evaluation,4.0,IMG_1589.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1589.jpg,54054
F:\WeightPrediction\Images\evaluation\IMG_1586.jpg,,780,04/02/2025,evaluation,4.0,IMG_1586.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1586.jpg,59361
F:\WeightPrediction\Images\evaluation\IMG_1587.jpg,,780,04/02/2025,evaluation,4.0,IMG_1587.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1587.jpg,58827
F:\WeightPrediction\Images\evaluation\IMG_1588.jpg,,780,04/02/2025,evaluation,4.0,IMG_1588.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1588.jpg,55941
F:\WeightPrediction\Images\evaluation\IMG_1640.jpg,,805,04/02/2025,evaluation,17.0,IMG_1640.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1640.jpg,54755
F:\WeightPrediction\Images\evaluation\IMG_1641.jpg,,805,04/02/2025,evaluation,17.0,IMG_1641.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1641.jpg,54284
F:\WeightPrediction\Images\evaluation\IMG_1638.jpg,,805,04/02/2025,evaluation,17.0,IMG_1638.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1638.jpg,56330
F:\WeightPrediction\Images\evaluation\IMG_1639.jpg,,805,04/02/2025,evaluation,17.0,IMG_1639.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1639.jpg,56242
F:\WeightPrediction\Images\evaluation\IMG_1686.jpg,,805,05/02/2025,evaluation,8.0,IMG_1686.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1686.jpg,48882
F:\WeightPrediction\Images\evaluation\IMG_1687.jpg,,805,05/02/2025,evaluation,8.0,IMG_1687.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1687.jpg,50641
F:\WeightPrediction\Images\evaluation\IMG_1688.jpg,,805,05/02/2025,evaluation,8.0,IMG_1688.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1688.jpg,52456
F:\WeightPrediction\Images\evaluation\IMG_1689.jpg,,805,05/02/2025,evaluation,8.0,IMG_1689.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1689.jpg,50379
F:\WeightPrediction\Images\evaluation\IMG_1706.jpg,,920,05/02/2025,evaluation,13.0,IMG_1706.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1706.jpg,62837
F:\WeightPrediction\Images\evaluation\IMG_1707.jpg,,920,05/02/2025,evaluation,13.0,IMG_1707.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1707.jpg,62139
F:\WeightPrediction\Images\evaluation\IMG_1708.jpg,,920,05/02/2025,evaluation,13.0,IMG_1708.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1708.jpg,63544
F:\WeightPrediction\Images\evaluation\IMG_1709.jpg,,920,05/02/2025,evaluation,13.0,IMG_1709.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1709.jpg,63324
F:\WeightPrediction\Images\evaluation\IMG_1722.jpg,,905,05/02/2025,evaluation,17.0,IMG_1722.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1722.jpg,51452
F:\WeightPrediction\Images\evaluation\IMG_1723.jpg,,905,05/02/2025,evaluation,17.0,IMG_1723.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1723.jpg,50470
F:\WeightPrediction\Images\evaluation\IMG_1724.jpg,,905,05/02/2025,evaluation,17.0,IMG_1724.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1724.jpg,52963
F:\WeightPrediction\Images\evaluation\IMG_1725.jpg,,905,05/02/2025,evaluation,17.0,IMG_1725.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1725.jpg,53272
F:\WeightPrediction\Images\evaluation\IMG_1765.jpg,,885,06/02/2025,evaluation,6.0,IMG_1765.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1765.jpg,62066
F:\WeightPrediction\Images\evaluation\IMG_1762.jpg,,885,06/02/2025,evaluation,6.0,IMG_1762.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1762.jpg,62556
F:\WeightPrediction\Images\evaluation\IMG_1763.jpg,,885,06/02/2025,evaluation,6.0,IMG_1763.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1763.jpg,61328
F:\WeightPrediction\Images\evaluation\IMG_1764.jpg,,885,06/02/2025,evaluation,6.0,IMG_1764.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1764.jpg,62306
F:\WeightPrediction\Images\evaluation\IMG_1853.jpg,,1180,07/02/2025,evaluation,7.0,IMG_1853.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1853.jpg,72742
F:\WeightPrediction\Images\evaluation\IMG_1850.jpg,,1180,07/02/2025,evaluation,7.0,IMG_1850.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1850.jpg,72214
F:\WeightPrediction\Images\evaluation\IMG_1851.jpg,,1180,07/02/2025,evaluation,7.0,IMG_1851.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1851.jpg,72510
F:\WeightPrediction\Images\evaluation\IMG_1852.jpg,,1180,07/02/2025,evaluation,7.0,IMG_1852.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1852.jpg,73344
F:\WeightPrediction\Images\evaluation\IMG_1881.jpg,,980,07/02/2025,evaluation,14.0,IMG_1881.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1881.jpg,67547
F:\WeightPrediction\Images\evaluation\IMG_1878.jpg,,980,07/02/2025,evaluation,14.0,IMG_1878.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1878.jpg,66835
F:\WeightPrediction\Images\evaluation\IMG_1879.jpg,,980,07/02/2025,evaluation,14.0,IMG_1879.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1879.jpg,65548
F:\WeightPrediction\Images\evaluation\IMG_1880.jpg,,980,07/02/2025,evaluation,14.0,IMG_1880.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1880.jpg,66931
F:\WeightPrediction\Images\evaluation\IMG_1909.jpg,,1310,08/02/2025,evaluation,1.0,IMG_1909.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1909.jpg,83067
F:\WeightPrediction\Images\evaluation\IMG_1908.jpg,,1310,08/02/2025,evaluation,1.0,IMG_1908.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1908.jpg,82022
F:\WeightPrediction\Images\evaluation\IMG_1907.jpg,,1310,08/02/2025,evaluation,1.0,IMG_1907.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1907.jpg,82713
F:\WeightPrediction\Images\evaluation\IMG_1906.jpg,,1310,08/02/2025,evaluation,1.0,IMG_1906.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1906.jpg,82249
F:\WeightPrediction\Images\evaluation\IMG_1974.jpg,,1170,08/02/2025,evaluation,18.0,IMG_1974.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1974.jpg,74815
F:\WeightPrediction\Images\evaluation\IMG_1975.jpg,,1170,08/02/2025,evaluation,18.0,IMG_1975.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1975.jpg,75935
F:\WeightPrediction\Images\evaluation\IMG_1976.jpg,,1170,08/02/2025,evaluation,18.0,IMG_1976.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1976.jpg,73261
F:\WeightPrediction\Images\evaluation\IMG_1977.jpg,,1170,08/02/2025,evaluation,18.0,IMG_1977.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1977.jpg,73124
F:\WeightPrediction\Images\evaluation\IMG_1985.jpg,,1270,08/02/2025,evaluation,20.0,IMG_1985.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1985.jpg,84733
F:\WeightPrediction\Images\evaluation\IMG_1984.jpg,,1270,08/02/2025,evaluation,20.0,IMG_1984.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1984.jpg,83293
F:\WeightPrediction\Images\evaluation\IMG_1983.jpg,,1270,08/02/2025,evaluation,20.0,IMG_1983.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1983.jpg,81533
F:\WeightPrediction\Images\evaluation\IMG_1982.jpg,,1270,08/02/2025,evaluation,20.0,IMG_1982.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1982.jpg,83804
F:\WeightPrediction\Images\evaluation\IMG_1993.jpg,,1220,09/02/2025,evaluation,2.0,IMG_1993.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1993.jpg,76960
F:\WeightPrediction\Images\evaluation\IMG_1992.jpg,,1220,09/02/2025,evaluation,2.0,IMG_1992.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1992.jpg,79353
F:\WeightPrediction\Images\evaluation\IMG_1991.jpg,,1220,09/02/2025,evaluation,2.0,IMG_1991.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1991.jpg,79927
F:\WeightPrediction\Images\evaluation\IMG_1990.jpg,,1220,09/02/2025,evaluation,2.0,IMG_1990.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1990.jpg,80785
F:\WeightPrediction\Images\evaluation\IMG_2001.jpg,,1390,09/02/2025,evaluation,4.0,IMG_2001.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2001.jpg,90664
F:\WeightPrediction\Images\evaluation\IMG_2000.jpg,,1390,09/02/2025,evaluation,4.0,IMG_2000.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2000.jpg,90377
F:\WeightPrediction\Images\evaluation\IMG_1999.jpg,,1390,09/02/2025,evaluation,4.0,IMG_1999.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1999.jpg,89463
F:\WeightPrediction\Images\evaluation\IMG_1998.jpg,,1390,09/02/2025,evaluation,4.0,IMG_1998.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_1998.jpg,91387
F:\WeightPrediction\Images\evaluation\IMG_2033.jpg,,1070,09/02/2025,evaluation,12.0,IMG_2033.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2033.jpg,74781
F:\WeightPrediction\Images\evaluation\IMG_2032.jpg,,1070,09/02/2025,evaluation,12.0,IMG_2032.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2032.jpg,74477
F:\WeightPrediction\Images\evaluation\IMG_2031.jpg,,1070,09/02/2025,evaluation,12.0,IMG_2031.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2031.jpg,73297
F:\WeightPrediction\Images\evaluation\IMG_2030.jpg,,1070,09/02/2025,evaluation,12.0,IMG_2030.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2030.jpg,75457
F:\WeightPrediction\Images\evaluation\IMG_2077.jpg,,1400,10/02/2025,evaluation,3.0,IMG_2077.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2077.jpg,78700
F:\WeightPrediction\Images\evaluation\IMG_2074.jpg,,1400,10/02/2025,evaluation,3.0,IMG_2074.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2074.jpg,84973
F:\WeightPrediction\Images\evaluation\IMG_2075.jpg,,1400,10/02/2025,evaluation,3.0,IMG_2075.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2075.jpg,80237
F:\WeightPrediction\Images\evaluation\IMG_2076.jpg,,1400,10/02/2025,evaluation,3.0,IMG_2076.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2076.jpg,83737
F:\WeightPrediction\Images\evaluation\IMG_2101.jpg,,1390,10/02/2025,evaluation,9.0,IMG_2101.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2101.jpg,82962
F:\WeightPrediction\Images\evaluation\IMG_2098.jpg,,1390,10/02/2025,evaluation,9.0,IMG_2098.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2098.jpg,85151
F:\WeightPrediction\Images\evaluation\IMG_2099.jpg,,1390,10/02/2025,evaluation,9.0,IMG_2099.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2099.jpg,83023
F:\WeightPrediction\Images\evaluation\IMG_2100.jpg,,1390,10/02/2025,evaluation,9.0,IMG_2100.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2100.jpg,83393
F:\WeightPrediction\Images\evaluation\IMG_2105.jpg,,1215,10/02/2025,evaluation,10.0,IMG_2105.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2105.jpg,68482
F:\WeightPrediction\Images\evaluation\IMG_2103.jpg,,1215,10/02/2025,evaluation,10.0,IMG_2103.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2103.jpg,76244
F:\WeightPrediction\Images\evaluation\IMG_2104.jpg,,1215,10/02/2025,evaluation,10.0,IMG_2104.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2104.jpg,66654
F:\WeightPrediction\Images\evaluation\IMG_2153.jpg,,1435,11/02/2025,evaluation,2.0,IMG_2153.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2153.jpg,88894
F:\WeightPrediction\Images\evaluation\IMG_2152.jpg,,1435,11/02/2025,evaluation,2.0,IMG_2152.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2152.jpg,88850
F:\WeightPrediction\Images\evaluation\IMG_2151.jpg,,1435,11/02/2025,evaluation,2.0,IMG_2151.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2151.jpg,88351
F:\WeightPrediction\Images\evaluation\IMG_2150.jpg,,1435,11/02/2025,evaluation,2.0,IMG_2150.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2150.jpg,93196
F:\WeightPrediction\Images\evaluation\IMG_2157.jpg,,1130,11/02/2025,evaluation,3.0,IMG_2157.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2157.jpg,77386
F:\WeightPrediction\Images\evaluation\IMG_2156.jpg,,1130,11/02/2025,evaluation,3.0,IMG_2156.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2156.jpg,75740
F:\WeightPrediction\Images\evaluation\IMG_2155.jpg,,1130,11/02/2025,evaluation,3.0,IMG_2155.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2155.jpg,78078
F:\WeightPrediction\Images\evaluation\IMG_2154.jpg,,1130,11/02/2025,evaluation,3.0,IMG_2154.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2154.jpg,80791
F:\WeightPrediction\Images\evaluation\IMG_2189.jpg,,1380,11/02/2025,evaluation,11.0,IMG_2189.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2189.jpg,70169
F:\WeightPrediction\Images\evaluation\IMG_2188.jpg,,1380,11/02/2025,evaluation,11.0,IMG_2188.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2188.jpg,70066
F:\WeightPrediction\Images\evaluation\IMG_2187.jpg,,1380,11/02/2025,evaluation,11.0,IMG_2187.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2187.jpg,71524
F:\WeightPrediction\Images\evaluation\IMG_2186.jpg,,1380,11/02/2025,evaluation,11.0,IMG_2186.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2186.jpg,70540
F:\WeightPrediction\Images\evaluation\IMG_2270.jpg,,1325,12/02/2025,evaluation,11.0,IMG_2270.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2270.jpg,97016
F:\WeightPrediction\Images\evaluation\IMG_2271.jpg,,1325,12/02/2025,evaluation,11.0,IMG_2271.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2271.jpg,96672
F:\WeightPrediction\Images\evaluation\IMG_2272.jpg,,1325,12/02/2025,evaluation,11.0,IMG_2272.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2272.jpg,95228
F:\WeightPrediction\Images\evaluation\IMG_2273.jpg,,1325,12/02/2025,evaluation,11.0,IMG_2273.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2273.jpg,89013
F:\WeightPrediction\Images\evaluation\IMG_2281.jpg,,1315,12/02/2025,evaluation,13.0,IMG_2281.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2281.jpg,88360
F:\WeightPrediction\Images\evaluation\IMG_2278.jpg,,1315,12/02/2025,evaluation,13.0,IMG_2278.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2278.jpg,90410
F:\WeightPrediction\Images\evaluation\IMG_2279.jpg,,1315,12/02/2025,evaluation,13.0,IMG_2279.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2279.jpg,89440
F:\WeightPrediction\Images\evaluation\IMG_2280.jpg,,1315,12/02/2025,evaluation,13.0,IMG_2280.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2280.jpg,89682
F:\WeightPrediction\Images\evaluation\IMG_2326.jpg,,1400,13/02/2025,evaluation,5.0,IMG_2326.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2326.jpg,85876
F:\WeightPrediction\Images\evaluation\IMG_2327.jpg,,1400,13/02/2025,evaluation,5.0,IMG_2327.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2327.jpg,84332
F:\WeightPrediction\Images\evaluation\IMG_2328.jpg,,1400,13/02/2025,evaluation,5.0,IMG_2328.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2328.jpg,84601
F:\WeightPrediction\Images\evaluation\IMG_2329.jpg,,1400,13/02/2025,evaluation,5.0,IMG_2329.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2329.jpg,82549
F:\WeightPrediction\Images\evaluation\IMG_2330.jpg,,1835,13/02/2025,evaluation,6.0,IMG_2330.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2330.jpg,106039
F:\WeightPrediction\Images\evaluation\IMG_2331.jpg,,1835,13/02/2025,evaluation,6.0,IMG_2331.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2331.jpg,105954
F:\WeightPrediction\Images\evaluation\IMG_2332.jpg,,1835,13/02/2025,evaluation,6.0,IMG_2332.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2332.jpg,105277
F:\WeightPrediction\Images\evaluation\IMG_2333.jpg,,1835,13/02/2025,evaluation,6.0,IMG_2333.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2333.jpg,104979
F:\WeightPrediction\Images\evaluation\IMG_2375.jpg,,1510,13/02/2025,evaluation,17.0,IMG_2375.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2375.jpg,99714
F:\WeightPrediction\Images\evaluation\IMG_2374.jpg,,1510,13/02/2025,evaluation,17.0,IMG_2374.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2374.jpg,107468
F:\WeightPrediction\Images\evaluation\IMG_2385.jpg,,1635,13/02/2025,evaluation,19.0,IMG_2385.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2385.jpg,103462
F:\WeightPrediction\Images\evaluation\IMG_2382.jpg,,1635,13/02/2025,evaluation,19.0,IMG_2382.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2382.jpg,106357
F:\WeightPrediction\Images\evaluation\IMG_2383.jpg,,1635,13/02/2025,evaluation,19.0,IMG_2383.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2383.jpg,101639
F:\WeightPrediction\Images\evaluation\IMG_2384.jpg,,1635,13/02/2025,evaluation,19.0,IMG_2384.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2384.jpg,100449
F:\WeightPrediction\Images\evaluation\IMG_2393.jpg,,1900,14/02/2025,evaluation,1.0,IMG_2393.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2393.jpg,104737
F:\WeightPrediction\Images\evaluation\IMG_2390.jpg,,1900,14/02/2025,evaluation,1.0,IMG_2390.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2390.jpg,108319
F:\WeightPrediction\Images\evaluation\IMG_2391.jpg,,1900,14/02/2025,evaluation,1.0,IMG_2391.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2391.jpg,108871
F:\WeightPrediction\Images\evaluation\IMG_2392.jpg,,1900,14/02/2025,evaluation,1.0,IMG_2392.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2392.jpg,105460
F:\WeightPrediction\Images\evaluation\IMG_2395.jpg,,1595,14/02/2025,evaluation,2.0,IMG_2395.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2395.jpg,105473
F:\WeightPrediction\Images\evaluation\IMG_2396.jpg,,1595,14/02/2025,evaluation,2.0,IMG_2396.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2396.jpg,99023
F:\WeightPrediction\Images\evaluation\IMG_2397.jpg,,1595,14/02/2025,evaluation,2.0,IMG_2397.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2397.jpg,91983
F:\WeightPrediction\Images\evaluation\IMG_2465.jpg,,1665,14/02/2025,evaluation,19.0,IMG_2465.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2465.jpg,88086
F:\WeightPrediction\Images\evaluation\IMG_2462.jpg,,1665,14/02/2025,evaluation,19.0,IMG_2462.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2462.jpg,92314
F:\WeightPrediction\Images\evaluation\IMG_2463.jpg,,1665,14/02/2025,evaluation,19.0,IMG_2463.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2463.jpg,84945
F:\WeightPrediction\Images\evaluation\IMG_2464.jpg,,1665,14/02/2025,evaluation,19.0,IMG_2464.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2464.jpg,86575
F:\WeightPrediction\Images\evaluation\IMG_2481.jpg,,1800,15/02/2025,evaluation,3.0,IMG_2481.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2481.jpg,106833
F:\WeightPrediction\Images\evaluation\IMG_2478.jpg,,1800,15/02/2025,evaluation,3.0,IMG_2478.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2478.jpg,116446
F:\WeightPrediction\Images\evaluation\IMG_2479.jpg,,1800,15/02/2025,evaluation,3.0,IMG_2479.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2479.jpg,115571
F:\WeightPrediction\Images\evaluation\IMG_2480.jpg,,1800,15/02/2025,evaluation,3.0,IMG_2480.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2480.jpg,110259
F:\WeightPrediction\Images\evaluation\IMG_2529.jpg,,1590,15/02/2025,evaluation,15.0,IMG_2529.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2529.jpg,89214
F:\WeightPrediction\Images\evaluation\IMG_2526.jpg,,1590,15/02/2025,evaluation,15.0,IMG_2526.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2526.jpg,106631
F:\WeightPrediction\Images\evaluation\IMG_2527.jpg,,1590,15/02/2025,evaluation,15.0,IMG_2527.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2527.jpg,95941
F:\WeightPrediction\Images\evaluation\IMG_2528.jpg,,1590,15/02/2025,evaluation,15.0,IMG_2528.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2528.jpg,93772
F:\WeightPrediction\Images\evaluation\IMG_2557.jpg,,2075,16/02/2025,evaluation,2.0,IMG_2557.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2557.jpg,99196
F:\WeightPrediction\Images\evaluation\IMG_2556.jpg,,2075,16/02/2025,evaluation,2.0,IMG_2556.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2556.jpg,97910
F:\WeightPrediction\Images\evaluation\IMG_2555.jpg,,2075,16/02/2025,evaluation,2.0,IMG_2555.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2555.jpg,97390
F:\WeightPrediction\Images\evaluation\IMG_2554.jpg,,2075,16/02/2025,evaluation,2.0,IMG_2554.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2554.jpg,101175
F:\WeightPrediction\Images\evaluation\IMG_2582.jpg,,1985,16/02/2025,evaluation,9.0,IMG_2582.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2582.jpg,121333
F:\WeightPrediction\Images\evaluation\IMG_2583.jpg,,1985,16/02/2025,evaluation,9.0,IMG_2583.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2583.jpg,121331
F:\WeightPrediction\Images\evaluation\IMG_2584.jpg,,1985,16/02/2025,evaluation,9.0,IMG_2584.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2584.jpg,114718
F:\WeightPrediction\Images\evaluation\IMG_2585.jpg,,1985,16/02/2025,evaluation,9.0,IMG_2585.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2585.jpg,108578
F:\WeightPrediction\Images\evaluation\IMG_2605.jpg,,1900,16/02/2025,evaluation,14.0,IMG_2605.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2605.jpg,112213
